lat,lon,ele,time,segment_distance_km,distance_km_cum,segment_time_s,elev_delta_m,elev_gain_pos_m,elev_gain_pos_cum_m,slope_percent
7.060032952576876,-73.11927541159093,787.52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.060046279802918,-73.11922788619995,788.25,,0.005454,0.005454,0.0,0.73,0.73,0.73,13.39
7.05845832824707,-73.11877727508545,784.57,,0.182533,0.187987,0.0,-3.68,0.0,0.73,-2.02
7.058415412902832,-73.11873435974121,784.38,,0.006709,0.194696,0.0,-0.19,0.0,0.73,-2.83
7.058415412902832,-73.11868599615991,784.38,,0.005343,0.200039,0.0,0.0,0.0,0.73,0.0
7.058415412902832,-73.11864852905273,785.33,,0.004139,0.204178,0.0,0.95,0.95,1.68,22.95
7.058479869738221,-73.1186056137085,786.74,,0.008561,0.21274,0.0,1.41,1.41,3.09,16.47
7.05915997736156,-73.11621425673366,791.04,,0.274698,0.487437,0.0,4.3,4.3,7.39,1.57
7.059187889099121,-73.11611652374268,792.7,,0.01123,0.498668,0.0,1.66,1.66,9.05,14.78
7.059294926002622,-73.11622347682714,794.06,,0.016726,0.515393,0.0,1.36,1.36,10.41,8.13
7.05920934677124,-73.11630964279175,791.91,,0.013424,0.528817,0.0,-2.15,0.0,10.41,-16.02
7.0589518547058105,-73.11712503433228,789.97,,0.094479,0.623296,0.0,-1.94,0.0,10.41,-2.05
7.058828389272094,-73.11756466515362,786.91,,0.050454,0.67375,0.0,-3.06,0.0,10.41,-6.06
7.058608531951904,-73.11834812164307,784.43,,0.089907,0.763657,0.0,-2.48,0.0,10.41,-2.76
7.058608448132873,-73.1186362914741,784.0,,0.031837,0.795495,0.0,-0.43,0.0,10.41,-1.35
7.058608615770936,-73.11866998672485,784.32,,0.003723,0.799217,0.0,0.32,0.32,10.73,8.6
7.058758735656738,-73.11875581741333,784.12,,0.019119,0.818337,0.0,-0.2,0.0,10.73,-1.05
7.05971946939826,-73.11904046684504,786.02,,0.110805,0.929142,0.0,1.9,1.9,12.63,1.71
7.05972483381629,-73.11904205940664,786.03,,0.000619,0.929761,0.0,0.01,0.01,12.64,1.62
7.06049689091742,-73.11927080154419,791.23,,0.089044,1.018805,0.0,5.2,5.2,17.84,5.84
7.060647010803223,-73.11931371688843,792.23,,0.017266,1.03607,0.0,1.0,1.0,18.84,5.79
7.060794783756137,-73.1193136330694,792.57,,0.016342,1.052413,0.0,0.34,0.34,19.18,2.08
7.061312282457948,-73.11931371688843,792.63,,0.057231,1.109643,0.0,0.06,0.06,19.24,0.1
7.061505317687988,-73.11927080154419,792.19,,0.021868,1.131512,0.0,-0.44,0.0,19.24,-2.01
7.061612689867616,-73.1191635131836,791.98,,0.016778,1.14829,0.0,-0.21,0.0,19.24,-1.25
7.061569858342409,-73.11903527006507,791.92,,0.014939,1.163229,0.0,-0.06,0.0,19.24,-0.4
7.061140537261963,-73.11774730682373,792.91,,0.150007,1.313236,0.0,0.99,0.99,20.23,0.66
7.061033332720399,-73.11710357666016,792.93,,0.072101,1.385337,0.0,0.02,0.02,20.25,0.03
7.061033332720399,-73.11706066131592,792.9,,0.004741,1.390079,0.0,-0.03,0.0,20.25,-0.63
7.06101187504828,-73.11661005020142,792.47,,0.04984,1.439919,0.0,-0.43,0.0,20.25,-0.86
7.0611191634088755,-73.11480760574341,799.2,,0.199489,1.639408,0.0,6.73,6.73,26.98,3.37
7.061140621080995,-73.11450719833374,800.91,,0.033274,1.672682,0.0,1.71,1.71,28.69,5.14
7.061162078753114,-73.11403512954712,802.01,,0.052208,1.72489,0.0,1.1,1.1,29.79,2.11
7.061162078753114,-73.11399221420288,802.94,,0.004741,1.729631,0.0,0.93,0.93,30.72,19.61
7.061184290796518,-73.11351193115115,802.58,,0.053119,1.78275,0.0,-0.36,0.0,30.72,-0.68
7.061204994097352,-73.11306953430176,802.57,,0.04893,1.83168,0.0,-0.01,0.0,30.72,-0.02
